Logistic Regression,Dönen Varlıklar,Duran Varlıklar,Toplam Varlıklar,Kısa Vadeli Yükümlülükler,Uzun Vadeli Yükümlülükler,Toplam Yükümlülükler,Toplam Özkaynaklar,Ana Ortaklığa Ait Özkaynaklar,Kontrol Gücü Olmayan Kaynaklar,Toplam Kaynaklar,Cari Oran,Dönen Varlıklar / Aktif (%),Asit Test Oranı,Nakit Oranı,Aktif Karlılık (%),Faaliyet Kar Marjı,Esas Faaliyet Kar Marjı,Brüt Kar Marjı (%),FAVÖK Marjı (%),Net Kar Marjı,Özsermaye Karlılığı (%),VAFÖK Marjı,ROCE Oranı,Finansman Gider / Net Satış,Borç Kaynak Oranı,Duran Varlıklar / Aktif ,Duran Varlıklar / Maddi Özkaynak,Esas Faaliyet Karı / Kısa Vadeli Borç,FAVÖK / Kısa Vade Borç,Net Borç / FAVÖK,Kısa Vade Borç / Aktif,Kısa Vade Borç / Dönen Varlık,Kısa Vade Borç / Özsermaye,Kısa Vade Borç / Toplam Borç,Net Satışlar / Kısa Vade Borç,Özsermaye / Aktif,Özsermaye / Maddi Duran Varlıklar,Toplam Borç / Özsermaye,Aktif Devir Hızı,Alacak Devir Hızı,Dönen Varlıklar Devir Hızı,Ticari Borçlar Devir Hızı,Finansal Kaldıraç,Stok Devir Hızı,Springate Skoru,Zmijewski Skoru,L Model Skoru,FBE_Sınıfı
Dusuk Orta Yuksek,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete
Yuksek,6.18212e+07,9.38579e+08,1.0004e+09,1.86105e+07,2.76477e+07,4.62582e+07,9.54142e+08,9.54142e+08,0,1.0004e+09,3.32185,6.17965,3.26552,0.00393713,0.669402,0,0,0,0,0,0.701856,0,-0.0538728,0,4.84815,93.8203,0.983762,-0.0577207,-0.0289591,-85.8312,0.018603,0.301037,0.019505,0.402318,0,0.95376,4817.97,0.0484815,0,0,0,0,4.62397,0,0.244068,-4.07984,-0.94048,
Yuksek,4.02987e+07,1.06048e+06,4.13592e+07,1.82584e+07,383570,1.8642e+07,2.27172e+07,2.27172e+07,0,4.13592e+07,2.20713,97.4359,1.35838,0.488191,0.506395,-2.42354,-2.27123,9.12897,-2.42354,1.55949,0.921947,-2.42354,-0.786967,-0.0403319,82.0608,2.56409,0.0467496,-0.0167061,-0.0178265,-57.2747,0.441459,0.453076,0.803724,0.979424,0.735556,0.549267,28.7885,0.820608,0.324718,0.88416,3.00063,1.08902,45.0733,0.953906,0.708264,-1.76244,-0.393759,
Yuksek,1.39857e+07,3.66894e+07,5.06751e+07,1.66635e+06,4.73228e+06,6.39863e+06,4.42765e+07,4.42765e+07,0,5.06751e+07,8.39302,27.5988,3.10879,0.0141195,2.12085,30.6989,21.8021,35.146,30.6989,24.1091,2.42734,30.6989,2.70055,-0.00928613,14.4515,72.4012,0.828801,0.58325,0.821259,4.67563,0.032883,0.119147,0.0376351,0.260423,2.67521,0.873732,1.21849,0.144515,0.0879689,3.69705,3.13734,3.47763,12.6268,0.34504,0.907811,-3.70928,-0.560875,
Orta,1.79552e+09,1.18185e+09,2.97737e+09,7.35713e+08,1.45968e+09,2.19539e+09,7.81981e+08,6.00591e+08,1.8139e+08,2.97737e+09,2.44052,60.3056,1.88547,0.0264346,-1.16109,10.3468,12.34,23.2427,10.3468,-1.42732,-4.42083,10.3468,8.41691,-0.150665,280.747,39.6944,1.53325,0.406244,0.340626,8.76044,0.247102,0.409749,0.940832,0.335117,3.29209,0.262641,0.894568,2.80747,0.813481,4.75469,0.741328,5.05729,73.7359,5.12091,0.611018,-0.0545692,-0.487961,
Dusuk,2.33156e+09,8.34677e+07,2.41503e+09,1.9408e+09,5.5358e+06,1.94633e+09,4.68695e+08,3.02383e+08,1.66311e+08,2.41503e+09,1.20134,96.5438,0.892706,0.0105032,-8.2095,1.06052,0.369297,3.33951,1.06052,-2.66589,-42.3008,1.06052,3.26583,-0.0575418,415.267,3.45618,0.181242,0.0141511,0.0406383,24.6775,0.803633,0.832403,4.14085,0.997156,3.83192,0.194074,295.725,4.15267,3.07946,4.34557,0.313509,4.39358,80.5926,13.8489,0.981899,0.658399,-0.53128,
Dusuk,1.89996e+07,2.44198e+07,4.34194e+07,1.72813e+07,1.03397e+07,2.76211e+07,1.57983e+07,1.40371e+07,1.76118e+06,4.34194e+07,1.09943,43.7583,0.39474,0.191493,-3.35454,0.264788,3.03959,17.7517,0.264788,-4.45684,-9.21947,0.264788,0.199298,-0.0688034,174.836,56.2417,1.55442,0.0574813,0.00500737,319.193,0.39801,0.909564,1.09387,0.625657,1.89109,0.363854,0.707311,1.74836,0.752672,9.63076,0.581373,5.14278,63.6146,2.40571,0.148948,-0.527409,-0.479731,
Yuksek,1.61387e+08,9.57305e+07,2.57117e+08,9.18464e+07,1.25848e+07,1.04431e+08,1.52686e+08,1.52686e+08,0,2.57117e+08,1.75714,62.7678,1.24047,0.0581742,5.47976,13.5811,15.1489,27.8501,13.5811,11.2297,9.2277,13.5811,6.62714,-0.0105759,68.3962,37.2322,0.629729,0.206939,0.185522,6.12877,0.357216,0.569108,0.601538,0.879492,1.36603,0.593838,1.69159,0.683962,0.48797,1.15803,1.2863,1.93405,40.6162,2.20067,0.8064,-2.23849,-0.351628,
Yuksek,2.07374e+08,5.23151e+09,5.43888e+09,2.74549e+08,1.21154e+09,1.48609e+09,3.95279e+09,3.95279e+09,0,5.43888e+09,0.755327,3.81281,0.724943,0.305644,7.4883,47.2827,47.3465,54.5391,47.2827,102.192,10.3036,47.2827,3.46472,0.617949,37.5959,96.1872,1.32351,0.687294,0.686368,7.88619,0.050479,1.32393,0.069457,0.184746,1.45163,0.726766,168.942,0.375959,0.0732766,5.31153,0.520332,9.74717,27.3234,284.741,1.36141,-3.08256,-0.233602,
Dusuk,2.21079e+08,6.87779e+08,9.08857e+08,3.17952e+08,3.24812e+08,6.42764e+08,2.66094e+08,2.66094e+08,0,9.08857e+08,0.695321,24.3249,0.277595,0.0116912,1.07265,6.04477,8.311,9.34985,6.04477,1.58235,3.66369,6.04477,4.09766,-0.042313,241.555,75.6751,2.58973,0.161044,0.117131,17.2592,0.349837,1.43818,1.19489,0.494664,1.93772,0.292779,0.450782,2.41555,0.677885,7.92046,0.358835,7.87908,70.7221,5.78675,0.220376,-0.319888,-0.440661,
Yuksek,1.3216e+08,9.53669e+07,2.27527e+08,7.55233e+07,1.59029e+07,9.14262e+07,1.36101e+08,1.36101e+08,0,2.27527e+08,1.74993,58.0855,1.36721,0.925094,-3.52426,-4.80315,-10.4795,-2.11449,-4.80315,-4.49604,-5.89169,-4.80315,-3.76499,-0.0537176,67.1753,41.9145,0.701012,-0.247474,-0.113427,-10.6727,0.331931,0.571453,0.554907,0.826058,2.36151,0.598175,1.61285,0.671753,0.783859,6.87942,0.74102,3.24929,40.1825,8.4081,0.391224,-1.858,-0.282057,
Yuksek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.998,42.3045,44.3229,103.998,0,0,103.998,0,-0.171048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yuksek,4.88361e+08,8.71448e+08,1.35981e+09,2.57192e+07,2.85677e+07,5.4287e+07,1.30552e+09,1.30552e+09,0,1.35981e+09,18.9881,35.9139,18.6523,18.6519,-0.0400092,83.3932,83.427,100,83.3932,-0.723948,-0.0416728,83.3932,4.60875,0,4.15826,64.0861,0.667509,2.43769,2.4367,0.866233,0.0189139,0.0526644,0.0197004,0.473765,2.92194,0.960077,0,0.0415826,0.0552653,6851.77,6.49847,0,3.99225,0,1.21103,-4.14659,-1.26004,
Dusuk,1.04125e+07,6.31378e+07,7.35502e+07,2.18552e+07,159847,2.20151e+07,5.15352e+07,5.15352e+07,0,7.35502e+07,0.476431,14.157,0.476144,0.0172067,0.739852,0,0,0,0,0,1.05591,0,0.10912,0,42.7185,85.843,1.22517,-0.0365251,0.00367226,274.304,0.297147,2.09894,0.424083,0.992739,0,0.70068,939.617,0.427185,0,0,0,0,29.932,0,-0.168484,-2.62908,-0.322782,
Dusuk,1.3628e+08,2.9748e+08,4.3376e+08,1.66671e+08,6.27555e+07,2.29427e+08,2.04333e+08,1.37029e+08,6.73046e+07,4.3376e+08,0.817656,31.4183,0.735593,0.215531,1.05312,16.3515,14.3909,20.4203,16.3515,7.5546,2.23557,16.3515,2.27942,-0.187069,112.281,68.5817,1.45639,0.0522086,0.0593215,23.2044,0.384248,1.22301,0.815685,0.726468,0.36279,0.471074,0.828441,1.12281,0.139401,2.16565,2.2538,1.552,52.8926,53.4455,0.0563775,-1.33578,-0.362018,
Dusuk,1.71409e+09,3.63169e+08,2.07726e+09,1.47005e+09,1.61855e+08,1.63191e+09,4.45354e+08,4.45615e+08,-260889,2.07726e+09,1.16601,82.5169,1.0107,0.0584433,-3.42847,-1.97444,-7.62544,-3.82697,-1.97444,-11.2548,-15.9914,-1.97444,-0.601457,-0.175992,366.429,17.4831,0.81558,-0.0328234,-0.0084989,-130.617,0.707688,0.857627,3.30086,0.900819,0.430447,0.214395,23.7951,3.66429,0.304622,1.43025,2.70883,1.93217,78.5605,3.76577,0.0849335,0.327566,-0.529589,
Yuksek,7.67805e+08,2.43681e+08,1.01149e+09,2.52928e+08,2.24445e+08,4.77372e+08,5.34113e+08,5.34113e+08,0,1.01149e+09,3.03567,75.9086,2.22893,0.838327,3.28605,9.55545,6.84155,21.4156,9.55545,6.2321,6.22302,9.55545,5.03839,-0.0736905,89.3766,24.0914,0.462464,0.144264,0.201491,9.36711,0.250056,0.329417,0.473547,0.529833,2.10865,0.528048,2.79967,0.893766,0.527279,1.51659,1.43963,2.8692,47.1952,2.60874,0.944667,-1.76989,-0.348702,
Dusuk,9.28332e+08,1.89328e+08,1.11766e+09,7.41469e+08,3.50549e+07,7.76524e+08,3.41136e+08,3.41136e+08,0,1.11766e+09,1.25202,83.0603,1.24306,0.205613,2.14596,0.508763,0.38785,1.13122,0.508763,0.100298,7.03077,0.508763,10.8854,-0.00647893,227.629,16.9397,0.557364,0.125086,0.164082,6.38266,0.663412,0.798711,2.17353,0.954857,32.2511,0.305223,1.99393,2.27629,21.3957,35.9262,0.038821,68.0122,69.4777,0,8.71501,-0.44135,-0.23158,
Yuksek,2.00657e+08,5.2227e+08,7.22927e+08,3.30031e+07,324850,3.3328e+07,6.89599e+08,6.89599e+08,0,7.22927e+08,6.07994,27.7562,3.01968,2.95814,5.58995,161.663,12.5798,39.596,161.663,133.277,5.86011,161.663,6.78053,-0.308435,4.83295,72.2438,0.757353,0.115575,1.48526,0.67991,0.0456521,0.164475,0.0478585,0.990253,0.918738,0.953899,109.055,0.0483295,0.0419423,16.6487,6.61771,1.51734,4.61015,0.186595,1.24194,-4.31309,-1.05862,
Yuksek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4328,49.0934,56.2553,44.4328,0,0,44.4328,0,-0.281479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dusuk,3.55136e+08,1.15542e+08,4.70678e+08,3.36672e+08,3.96702e+06,3.40639e+08,1.3004e+08,1.3004e+08,0,4.70678e+08,1.05484,75.4519,0.393158,0.0956646,1.94006,2.51713,3.50057,9.98222,2.51713,1.81715,7.02205,2.51713,2.68739,-0.00238006,261.95,24.5481,0.889914,0.0522495,0.0375707,26.9301,0.71529,0.948008,2.58899,0.988354,1.4926,0.276281,1.7716,2.6195,1.06764,5.03254,0.706716,1.41956,72.3719,2.14955,0.564478,-0.266326,-0.439715,
Yuksek,1.24517e+07,9.20696e+06,2.16586e+07,94526,76271,170797,2.14878e+07,2.14878e+07,0,2.16586e+07,131.727,57.4905,31.125,22.2049,-2.23754,-69.4927,-69.4923,9.07916,-69.4927,-64.2891,-2.25533,-69.4927,-2.41865,-0.0629028,0.794855,42.5095,0.428518,-5.54179,-5.54182,-0.326044,0.00436436,0.00759144,0.00439905,0.553441,7.97467,0.992114,298.251,0.00794855,0.0348044,8.57982,16.5182,21.6541,0.788587,0.0822898,-2.85083,-4.68127,-6.72696,
Yuksek,1.57212e+08,4.84745e+07,2.05687e+08,5.36397e+07,5.3413e+06,5.8981e+07,1.46706e+08,1.46706e+08,0,2.05687e+08,2.93089,76.4328,1.60106,0.115763,6.99959,8.95432,6.71994,26.3522,8.95432,6.44307,9.81368,8.95432,9.72776,-0.0109431,40.2036,23.5672,0.330492,0.27994,0.37302,2.94777,0.260784,0.341193,0.365628,0.90944,4.16581,0.713248,4.44345,0.402036,1.08638,2.80958,0.703558,6.85418,28.6752,2.39111,1.44886,-2.99222,-0.260847,
Yuksek,1.08643e+08,1.94051e+08,3.02694e+08,4.9301e+07,7.52388e+07,1.2454e+08,1.78155e+08,1.78155e+08,0,3.02694e+08,2.20367,35.892,2.11408,0.436514,-0.599744,-183.119,-109.506,0.333033,-183.119,-67.4158,-1.019,-183.119,-1.62906,-4.40462,69.9054,64.108,1.0893,-0.0598122,-0.10002,-25.256,0.162874,0.453789,0.276731,0.395865,0.0546202,0.588563,1.32332,0.699054,0.0088962,3.86769,40.3453,1.16695,41.1437,39.3805,0.153068,-1.93663,-0.421778,
Yuksek,1.83115e+08,7.68869e+07,2.60001e+08,5.98193e+07,1.58437e+07,7.56629e+07,1.84339e+08,1.84339e+08,0,2.60001e+08,3.06113,70.4283,2.1051,0.00727791,-0.645146,1.48025,9.35242,20.1412,1.48025,-1.19004,-0.90995,1.48025,0.802478,-0.0334604,41.0456,29.5717,0.437372,0.220372,0.0348793,36.2639,0.230073,0.326677,0.324508,0.790602,2.35631,0.70899,54.9402,0.410456,0.542123,1.12854,1.29912,2.34748,29.101,2.02908,0.652353,-2.62446,-0.35597,
Yuksek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12796,1.65603,6.15515,4.12796,0,0,4.12796,0,-0.0367349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Orta,3.54313e+08,2.50416e+08,6.04729e+08,2.33552e+08,1.49584e+07,2.4851e+08,3.56219e+08,3.56219e+08,0,6.04729e+08,1.51706,58.5903,1.05447,0.021155,1.02034,5.25801,3.94859,31.9271,5.25801,2.08649,1.73217,5.25801,2.57129,-0.014583,69.7633,41.4097,0.767954,0.0499976,0.0665778,15.982,0.386209,0.659168,0.655641,0.939808,1.26622,0.589055,2.12029,0.697633,0.489024,1.46729,1.19811,2.02752,41.0945,3.23868,0.490265,-2.0096,-0.24225,
Orta,6.94788e+07,4.76084e+06,7.42396e+07,4.49549e+07,5.58521e+06,5.05401e+07,2.36995e+07,2.36995e+07,0,7.42396e+07,1.54552,93.5872,0.925604,0.0061926,15.8744,44.876,58.4163,61.5686,44.876,34.0421,49.7272,44.876,20.9264,-0.00785507,213.254,6.4128,0.21707,0.449855,0.345584,3.25316,0.605538,0.647031,1.89687,0.88949,0.770086,0.31923,31.0632,2.13254,0.466316,0.838627,2.00695,0.469202,68.077,0.71604,1.38814,-1.14014,-0.488508,
Orta,1.05618e+08,3.18018e+08,4.23637e+08,6.51669e+07,1.63865e+08,2.29032e+08,1.94604e+08,1.85415e+08,9.18986e+06,4.23637e+08,1.62074,24.9313,0.143816,0.0300833,4.84901,51.1912,51.3387,57.3332,51.1912,39.9799,10.5559,51.1912,6.20878,-0.164274,117.691,75.0687,1.63628,0.404783,0.40362,8.70756,0.153827,0.617004,0.334868,0.284532,0.788456,0.459366,2.43062,1.17691,0.121286,6.93256,2.05558,18.3658,54.0634,0,0.60569,-1.44308,-0.375767,
Orta,1.86924e+07,1.40494e+07,3.27418e+07,1.21959e+07,2.14759e+06,1.43435e+07,1.83983e+07,1.83983e+07,0,3.27418e+07,1.53268,57.0903,0.979269,0.34557,0.111246,-0.27422,-1.46806,23.645,-0.27422,0.543013,0.197975,-0.27422,-0.056179,-0.0287682,77.9608,42.9097,0.770538,-0.00807437,-0.00150822,-779.79,0.372487,0.652452,0.66288,0.850274,0.550002,0.561922,1.33384,0.779608,0.204868,0.969859,2.78668,1.43118,43.8078,0.919474,0.268052,-1.81409,-0.367957,
Yuksek,6.40462e+07,1.3818e+07,7.78642e+07,1.59327e+07,3.02413e+06,1.89568e+07,5.89074e+07,5.89074e+07,0,7.78642e+07,4.0198,82.2538,3.38947,2.08282,19.7942,14.8153,13.516,17.9726,14.8153,13.8055,26.1641,14.8153,21.242,-0.0227877,32.1807,17.7462,0.235363,0.947064,1.03811,1.14613,0.204622,0.248769,0.27047,0.840473,7.007,0.75654,4.85535,0.321807,1.43378,5.36257,0.573683,12.1249,24.346,11.2826,2.70529,-3.81909,-0.326235,
Orta,3.72394e+09,2.39226e+08,3.96316e+09,2.57113e+09,3.02859e+07,2.60141e+09,1.36175e+09,1.36174e+09,7931,3.96316e+09,1.44837,93.9638,1.17859,0.522527,0.936154,3.1917,2.26576,8.00646,3.1917,2.88846,2.72454,3.1917,1.03443,-0.011223,191.035,6.03623,0.175716,0.0113191,0.0159448,63.455,0.648757,0.690433,1.88811,0.988358,0.499573,0.343601,8.03391,1.91035,0.324101,0.78942,2.89921,0.832955,65.6399,1.80595,0.477307,-0.606448,-0.437065,
Dusuk,1.24203e+07,1.65487e+07,2.8969e+07,9.42836e+06,1.57915e+07,2.52198e+07,3.74919e+06,3.74919e+06,0,2.8969e+07,1.31734,42.8746,0.37597,0.0792751,-9.48847,-13.3048,-15.0739,0.989592,-13.3048,-16.6766,-73.315,-13.3048,-7.57,-0.0685924,672.674,57.1254,4.43891,-0.263518,-0.232591,-11.5004,0.325464,0.759106,2.51478,0.373847,1.74818,0.129421,0.228757,6.72674,0.568968,6.93344,0.75355,2.71207,87.0579,1.94128,-0.148896,1.08401,-0.69165,
Orta,1.38896e+09,3.06037e+08,1.695e+09,1.05886e+09,1.27521e+08,1.18638e+09,5.08611e+08,5.14938e+08,-6.32663e+06,1.695e+09,1.31175,81.9447,1.14657,0.0761578,-5.77716,-8.51336,-11.1678,-6.65886,-8.51336,-17.2516,-19.2529,-8.51336,-2.85092,-0.124934,233.259,18.0553,0.601906,-0.0598658,-0.0456367,-24.5511,0.624699,0.762343,2.08187,0.892513,0.536059,0.300066,21.3176,2.33259,0.334876,2.0928,2.44702,3.02861,69.9934,4.94833,0.103355,-0.0556537,-0.474571,
Dusuk,7.47509e+07,1.88928e+08,2.63679e+08,1.05603e+08,1.01627e+08,2.0723e+08,5.64498e+07,5.64498e+07,0,2.63679e+08,0.707849,28.3492,0.41263,0.0375083,-2.79231,-2.76657,-1.8095,44.4734,-2.76657,-15.8556,-13.043,-2.76657,-0.487219,-0.140796,367.104,71.6508,3.56232,-0.00795683,-0.0121653,-161.306,0.400497,1.41273,1.87074,0.509594,0.439726,0.214085,0.314914,3.67104,0.176109,1.26113,1.60975,0.518358,78.5915,1.71243,-0.183683,0.302538,-0.540211,
Yuksek,5.48254e+07,1.60161e+06,5.6427e+07,1.69873e+07,291810,1.72791e+07,3.91479e+07,3.91479e+07,0,5.6427e+07,3.22743,97.1616,2.22541,0.603342,12.5948,7.12149,7.17086,10.8705,7.12149,6.57897,18.1539,7.12149,13.6334,-0.0756762,44.1381,2.83837,0.0409138,0.456003,0.452864,2.2461,0.301049,0.309844,0.433927,0.983112,6.35911,0.693779,163.183,0.441381,1.91441,4.22993,0.507529,8.3358,30.6221,7.61754,2.28813,-3.13422,-0.283519,
Yuksek,6.0035e+07,1.00647e+07,7.00997e+07,2.63244e+07,748947,2.70733e+07,4.30264e+07,4.30264e+07,0,7.00997e+07,2.28058,85.6423,1.06263,0.359904,2.63142,3.43168,3.92846,6.16257,3.43168,2.30522,4.28718,3.43168,3.91727,-0.00356694,62.9227,14.3577,0.238036,0.119414,0.104314,9.85922,0.375528,0.438484,0.61182,0.972336,3.03973,0.613788,4.75294,0.629227,1.1415,4.33534,0.750259,3.57316,38.6212,3.02552,1.12099,-2.22613,-0.313774,
Yuksek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5937,69.3206,74.3101,72.5937,0,0,72.5937,0,-0.11583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Yuksek,9.12383e+08,3.54409e+09,4.45647e+09,2.41737e+08,2.16891e+08,4.58628e+08,3.99784e+09,3.99781e+09,37000,4.45647e+09,3.77428,20.4732,3.34111,2.56435,5.3881,30.1062,7.66442,35.3134,30.1062,34.6946,6.00621,30.1062,4.67551,-0.0255919,11.4719,79.5268,0.889704,0.219433,0.861941,2.2011,0.054244,0.264951,0.0604668,0.527087,2.863,0.897087,661.019,0.114719,0.155301,3.71824,1.31829,2.31149,10.2913,5.11438,1.22662,-3.97096,-0.515453,
Orta,1.1088e+09,4.07262e+09,5.18142e+09,7.15045e+08,2.86169e+09,3.57673e+09,1.60469e+09,1.60469e+09,0,5.18142e+09,1.55067,21.3995,0.816218,0.201477,16.7404,49.5296,49.5864,57.9201,49.5296,39.7106,54.0534,49.5296,20.8797,-0.0181463,222.892,78.6005,2.53998,1.51474,1.513,3.30608,0.138002,0.644881,0.445597,0.199916,3.05474,0.309701,123.758,2.22892,0.42156,518.716,0.507628,15.9623,69.0299,21.3519,1.90057,-1.12482,-0.414575,
Orta,1.58193e+08,9.0057e+08,1.05876e+09,1.76332e+08,3.65554e+08,5.41885e+08,5.16878e+08,4.6197e+08,5.49084e+07,1.05876e+09,0.897134,14.9413,0.374048,0.0722835,-0.531521,13.6458,13.4974,28.9645,13.6458,-7.51452,-1.08876,13.6458,0.9652,-0.280892,104.838,85.0587,1.74603,0.057324,0.0579543,53.0263,0.166545,1.11466,0.341148,0.325404,0.424705,0.48819,0.69879,1.04838,0.0707325,1.4074,2.11237,1.29634,51.181,0.850346,-0.0387947,-1.36235,-0.353052,
Dusuk,1.66301e+07,3.82466e+07,5.48767e+07,2.20508e+07,131921,2.21828e+07,3.26939e+07,3.26939e+07,0,5.48767e+07,0.754171,30.3045,0.622365,0.304492,-1.89895,-10.0164,24.628,43.3765,-10.0164,-20.8767,-3.18739,-10.0164,-0.911096,-0.542745,67.8499,69.6955,1.16991,0.05575,-0.0226739,-44.3674,0.401826,1.32596,0.674464,0.994053,0.226369,0.595771,1.24451,0.678499,0.0909607,0.757515,3.33161,0.910419,40.4229,1.21843,-0.177505,-1.91346,-0.506581,
Dusuk,2.2044e+08,2.0388e+08,4.2432e+08,1.99161e+08,1.27897e+08,3.27058e+08,9.72619e+07,9.72128e+07,49075,4.2432e+08,1.10684,51.9514,0.542406,0.0819193,5.30166,19.6894,14.6997,36.2781,19.6894,6.51553,23.1293,19.6894,16.0212,-0.109862,336.265,48.0486,2.15436,0.254836,0.341337,4.81102,0.469365,0.903469,2.04768,0.608947,1.73361,0.229218,1.32446,3.36265,0.813697,3.78182,0.638462,2.75837,77.0782,2.30726,0.694123,-0.149546,-0.508088,
Yuksek,4.92354e+09,2.93855e+08,5.2174e+09,2.33264e+08,1.1059e+08,3.43854e+08,4.87354e+09,4.87354e+09,0,5.2174e+09,21.1072,94.3678,0.189973,0.11522,-0.327472,0,0,0,0,0,-0.350577,0,-0.459148,0,7.05553,5.63221,0.0602959,-0.0889934,-0.102697,-14.3538,0.0447089,0.0473772,0.0478633,0.67838,0,0.934095,2776.84,0.0705553,0,0,0,0,6.59053,0,0.867543,-3.99403,-0.719534,
Orta,2.61324e+09,4.60825e+09,7.22149e+09,1.25238e+09,1.00185e+09,2.25422e+09,4.96726e+09,1.20102e+09,3.76624e+09,7.22149e+09,2.08662,36.1869,0.729227,0.34219,1.30603,9.29694,3.71531,21.3471,9.29694,5.38279,1.89873,9.29694,2.25573,-0.297415,45.3816,63.8131,0.929495,0.0519796,0.13007,13.8383,0.173423,0.479243,0.252126,0.555568,1.39907,0.687845,7.81749,0.453816,0.242631,6.32714,1.49144,4.2817,31.2155,1.02149,0.118231,-2.58783,-0.316313,
Dusuk,7.39546e+09,5.78898e+09,1.31844e+10,7.21961e+09,2.07159e+09,9.2912e+09,3.89324e+09,3.89324e+09,0,1.31844e+10,1.02436,56.0923,0.628392,0.192915,12.7665,6.86312,6.82038,10.3886,6.86312,5.05585,43.2338,6.86312,17.3301,-0.0751485,238.65,43.9077,1.88572,0.31451,0.316481,4.0664,0.547586,0.976222,1.8544,0.777038,4.61133,0.29529,0.992478,2.3865,2.5251,10.5985,0.222139,7.4163,70.471,15.9995,1.59485,-0.861747,-0.381459,
Dusuk,2.6206e+07,2.86651e+07,5.48711e+07,2.9113e+07,1.37748e+06,3.04904e+07,2.43807e+07,2.43807e+07,0,5.48711e+07,0.900149,47.7592,0.824769,0.0444121,-7.98142,-5.0402,-5.30246,2.71381,-5.0402,-4.51198,-17.963,-5.0402,-8.9158,-0.00935096,125.06,52.2408,1.17622,-0.176786,-0.168042,-6.23246,0.53057,1.11093,1.1941,0.954822,3.33404,0.444326,1.18014,1.2506,1.76894,4.27245,0.269988,4.98616,55.5674,64.7231,0.22243,-0.777095,-0.437949,
Orta,2.76026e+07,1.62121e+07,4.38147e+07,2.21258e+07,132606,2.22584e+07,2.15563e+07,2.15563e+07,0,4.38147e+07,1.24753,62.9985,1.24621,1.10946,-0.833401,0,0,0,0,0,-1.69395,0,-11.6697,0,103.257,37.0015,0.752469,-0.0500582,-0.23109,-4.35325,0.504986,0.801584,1.02642,0.994042,0,0.491988,2566.53,1.03257,0,0,0,0,50.8012,0,0.0922716,-1.37182,-0.688029,
Orta,2.91063e+08,7.99137e+08,1.0902e+09,2.83157e+08,5.54534e+07,3.3861e+08,7.5159e+08,7.5159e+08,0,1.0902e+09,1.02792,26.6981,0.438724,0.114292,-1.14958,10.5631,11.7838,20.6699,10.5631,-11.2814,-1.66749,10.5631,1.07638,-0.352804,45.0525,73.3019,1.09079,0.0462318,0.0414426,28.8554,0.259729,0.972837,0.376744,0.836232,0.392334,0.689405,1.72872,0.450525,0.101901,1.24122,2.62002,2.27091,31.0595,0.871282,-0.0118537,-2.48199,-0.192327,
Dusuk,2.58965e+09,2.62715e+09,5.21679e+09,3.65802e+09,1.42922e+09,5.08724e+09,1.2955e+08,1.2955e+08,0,5.21679e+09,0.707936,49.6406,0.186,0.0392227,-5.15795,-157.517,-167.937,40.5707,-157.517,-297.966,-207.704,-157.517,-2.72671,-2.33013,3926.87,50.3594,20.2795,-0.0414585,-0.0388862,-35.7635,0.701201,1.41256,28.2364,0.719058,0.024687,0.0248332,201.941,39.2687,0.0173106,0.239932,28.6765,0.690676,97.5167,0.0303265,-0.297444,1.48773,-0.621905,
Orta,3.43118e+09,3.42039e+08,3.77322e+09,2.48734e+09,9.26554e+06,2.49661e+09,1.27662e+09,1.2703e+09,6.31104e+06,3.77322e+09,1.37946,90.9351,1.11689,0.137267,14.0784,15.8902,12.0129,15.7049,15.8902,15.7865,41.6108,15.8902,14.1709,-0.0760497,195.564,9.06491,0.273096,0.162515,0.214968,4.66919,0.659209,0.724922,1.94839,0.996289,1.35283,0.338336,4.51016,1.95564,0.8918,1.9901,1.01968,4.70218,66.1664,5.25262,1.14835,-1.16756,-0.426889,
